STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019
46,083,South Dakota,Lincoln County,61128
46,085,South Dakota,Lyman County,3781
46,087,South Dakota,McCook County,5586
46,089,South Dakota,McPherson County,2379
46,091,South Dakota,Marshall County,4935
46,093,South Dakota,Meade County,28332
46,095,South Dakota,Mellette County,2061
46,097,South Dakota,Miner County,2216
46,099,South Dakota,Minnehaha County,193134
46,101,South Dakota,Moody County,6576
46,102,South Dakota,Oglala Lakota County,14177
46,103,South Dakota,Pennington County,113775
46,105,South Dakota,Perkins County,2865
46,107,South Dakota,Potter County,2153
46,109,South Dakota,Roberts County,10394
46,111,South Dakota,Sanborn County,2344
46,115,South Dakota,Spink County,6376
46,117,South Dakota,Stanley County,3098
46,119,South Dakota,Sully County,1391
46,121,South Dakota,Todd County,10177
46,123,South Dakota,Tripp County,5441
46,125,South Dakota,Turner County,8384
46,127,South Dakota,Union County,15932
46,129,South Dakota,Walworth County,5435
46,135,South Dakota,Yankton County,22814
46,137,South Dakota,Ziebach County,2756
47,000,Tennessee,Tennessee,6829174
47,001,Tennessee,Anderson County,76978
47,003,Tennessee,Bedford County,49713
47,005,Tennessee,Benton County,16160
47,007,Tennessee,Bledsoe County,15064
47,009,Tennessee,Blount County,133088
47,011,Tennessee,Bradley County,108110
47,013,Tennessee,Campbell County,39842
47,015,Tennessee,Cannon County,14678
47,017,Tennessee,Carroll County,27767
47,019,Tennessee,Carter County,56391
47,021,Tennessee,Cheatham County,40667
47,023,Tennessee,Chester County,17297
47,025,Tennessee,Claiborne County,31959
47,027,Tennessee,Clay County,7615
47,029,Tennessee,Cocke County,36004
47,031,Tennessee,Coffee County,56520
47,033,Tennessee,Crockett County,14230
47,035,Tennessee,Cumberland County,60520
47,037,Tennessee,Davidson County,694144
47,039,Tennessee,Decatur County,11663
47,041,Tennessee,DeKalb County,20490
47,043,Tennessee,Dickson County,53948
47,045,Tennessee,Dyer County,37159
47,047,Tennessee,Fayette County,41133
47,049,Tennessee,Fentress County,18523
47,051,Tennessee,Franklin County,42208
47,053,Tennessee,Gibson County,49133
47,055,Tennessee,Giles County,29464
47,057,Tennessee,Grainger County,23320
47,059,Tennessee,Greene County,69069
47,061,Tennessee,Grundy County,13427
47,063,Tennessee,Hamblen County,64934
47,065,Tennessee,Hamilton County,367804
47,067,Tennessee,Hancock County,6620
47,069,Tennessee,Hardeman County,25050
47,071,Tennessee,Hardin County,25652
47,073,Tennessee,Hawkins County,56786
47,075,Tennessee,Haywood County,17304
47,077,Tennessee,Henderson County,28117
47,079,Tennessee,Henry County,32345
47,081,Tennessee,Hickman County,25178
47,083,Tennessee,Houston County,8201
47,085,Tennessee,Humphreys County,18582
47,087,Tennessee,Jackson County,11786
47,089,Tennessee,Jefferson County,54495
47,091,Tennessee,Johnson County,17788
47,093,Tennessee,Knox County,470313
47,095,Tennessee,Lake County,7016
47,097,Tennessee,Lauderdale County,25633
47,099,Tennessee,Lawrence County,44142
47,101,Tennessee,Lewis County,12268
47,103,Tennessee,Lincoln County,34366
47,105,Tennessee,Loudon County,54068
47,107,Tennessee,McMinn County,53794
47,109,Tennessee,McNairy County,25694
47,111,Tennessee,Macon County,24602
47,113,Tennessee,Madison County,97984
47,115,Tennessee,Marion County,28907
47,117,Tennessee,Marshall County,34375
47,119,Tennessee,Maury County,96387
47,121,Tennessee,Meigs County,12422
47,123,Tennessee,Monroe County,46545
47,125,Tennessee,Montgomery County,208993
47,127,Tennessee,Moore County,6488
47,129,Tennessee,Morgan County,21403
47,131,Tennessee,Obion County,30069
47,133,Tennessee,Overton County,22241
47,135,Tennessee,Perry County,8076
47,137,Tennessee,Pickett County,5048
47,139,Tennessee,Polk County,16832
47,141,Tennessee,Putnam County,80245
47,143,Tennessee,Rhea County,33167
47,145,Tennessee,Roane County,53382
47,147,Tennessee,Robertson County,71813
47,149,Tennessee,Rutherford County,332285
47,151,Tennessee,Scott County,22068
47,153,Tennessee,Sequatchie County,15026
47,155,Tennessee,Sevier County,98250
47,157,Tennessee,Shelby County,937166
47,159,Tennessee,Smith County,20157
47,161,Tennessee,Stewart County,13715
47,163,Tennessee,Sullivan County,158348
47,165,Tennessee,Sumner County,191283
47,167,Tennessee,Tipton County,61599
47,169,Tennessee,Trousdale County,11284
47,171,Tennessee,Unicoi County,17883
47,173,Tennessee,Union County,19972
47,175,Tennessee,Van Buren County,5872
47,177,Tennessee,Warren County,41277
47,179,Tennessee,Washington County,129375
47,181,Tennessee,Wayne County,16673
47,183,Tennessee,Weakley County,33328
47,185,Tennessee,White County,27345
47,187,Tennessee,Williamson County,238412
47,189,Tennessee,Wilson County,144657
48,000,Texas,Texas,28995881
48,001,Texas,Anderson County,57735
48,003,Texas,Andrews County,18705
48,005,Texas,Angelina County,86715
48,007,Texas,Aransas County,23510
48,009,Texas,Archer County,8553
48,011,Texas,Armstrong County,1887
48,013,Texas,Atascosa County,51153
48,015,Texas,Austin County,30032
48,017,Texas,Bailey County,7000
48,019,Texas,Bandera County,23112
48,021,Texas,Bastrop County,88723
48,023,Texas,Baylor County,3509
48,025,Texas,Bee County,32565
48,027,Texas,Bell County,362924
48,029,Texas,Bexar County,2003554
48,031,Texas,Blanco County,11931
48,033,Texas,Borden County,654
48,035,Texas,Bosque County,18685
48,037,Texas,Bowie County,93245
48,039,Texas,Brazoria County,374264
48,041,Texas,Brazos County,229211
48,043,Texas,Brewster County,9203
48,045,Texas,Briscoe County,1546
48,047,Texas,Brooks County,7093
48,049,Texas,Brown County,37864
48,051,Texas,Burleson County,18443
48,053,Texas,Burnet County,48155
48,055,Texas,Caldwell County,43664
48,057,Texas,Calhoun County,21290
48,059,Texas,Callahan County,13943
48,061,Texas,Cameron County,423163
48,063,Texas,Camp County,13094
48,065,Texas,Carson County,5926
48,067,Texas,Cass County,30026
48,069,Texas,Castro County,7530
48,071,Texas,Chambers County,43837
48,073,Texas,Cherokee County,52646
48,075,Texas,Childress County,7306
48,077,Texas,Clay County,10471
48,079,Texas,Cochran County,2853
48,081,Texas,Coke County,3387
48,083,Texas,Coleman County,8175
48,085,Texas,Collin County,1034730
48,087,Texas,Collingsworth County,2920
48,089,Texas,Colorado County,21493
48,091,Texas,Comal County,156209
48,093,Texas,Comanche County,13635
48,095,Texas,Concho County,2726
48,097,Texas,Cooke County,41257
48,099,Texas,Coryell County,75951
48,101,Texas,Cottle County,1398
48,103,Texas,Crane County,4797
48,105,Texas,Crockett County,3464
48,107,Texas,Crosby County,5737
48,109,Texas,Culberson County,2171
48,111,Texas,Dallam County,7287
48,113,Texas,Dallas County,2635516
48,115,Texas,Dawson County,12728
48,117,Texas,Deaf Smith County,18546
48,119,Texas,Delta County,5331
48,121,Texas,Denton County,887207
48,123,Texas,DeWitt County,20160
48,125,Texas,Dickens County,2211
48,127,Texas,Dimmit County,10124
48,129,Texas,Donley County,3278
48,131,Texas,Duval County,11157
48,133,Texas,Eastland County,18360
48,135,Texas,Ector County,166223
48,137,Texas,Edwards County,1932
48,139,Texas,Ellis County,184826
48,141,Texas,El Paso County,839238
48,143,Texas,Erath County,42698
48,145,Texas,Falls County,17297
48,147,Texas,Fannin County,35514
48,149,Texas,Fayette County,25346
48,151,Texas,Fisher County,3830
48,153,Texas,Floyd County,5712
48,155,Texas,Foard County,1155
48,157,Texas,Fort Bend County,811688
48,159,Texas,Franklin County,10725
48,161,Texas,Freestone County,19717
48,163,Texas,Frio County,20306
48,165,Texas,Gaines County,21492
48,167,Texas,Galveston County,342139
48,169,Texas,Garza County,6229
48,171,Texas,Gillespie County,26988
48,173,Texas,Glasscock County,1409
48,175,Texas,Goliad County,7658
48,177,Texas,Gonzales County,20837
48,179,Texas,Gray County,21886
48,181,Texas,Grayson County,136212
48,183,Texas,Gregg County,123945
48,185,Texas,Grimes County,28880
48,187,Texas,Guadalupe County,166847
48,189,Texas,Hale County,33406
48,191,Texas,Hall County,2964
48,193,Texas,Hamilton County,8461
48,195,Texas,Hansford County,5399
48,197,Texas,Hardeman County,3933
48,199,Texas,Hardin County,57602
48,201,Texas,Harris County,4713325
48,203,Texas,Harrison County,66553
48,205,Texas,Hartley County,5576
48,207,Texas,Haskell County,5658
48,209,Texas,Hays County,230191
48,211,Texas,Hemphill County,3819
48,213,Texas,Henderson County,82737
48,215,Texas,Hidalgo County,868707
48,217,Texas,Hill County,36649
48,219,Texas,Hockley County,23021
48,221,Texas,Hood County,61643
48,223,Texas,Hopkins County,37084
48,225,Texas,Houston County,22968
48,227,Texas,Howard County,36664
48,229,Texas,Hudspeth County,4886
48,231,Texas,Hunt County,98594
48,233,Texas,Hutchinson County,20938
48,235,Texas,Irion County,1536
48,237,Texas,Jack County,8935
48,239,Texas,Jackson County,14760
48,241,Texas,Jasper County,35529
48,243,Texas,Jeff Davis County,2274
48,245,Texas,Jefferson County,251565
48,247,Texas,Jim Hogg County,5200
48,249,Texas,Jim Wells County,40482
48,251,Texas,Johnson County,175817
48,253,Texas,Jones County,20083
48,255,Texas,Karnes County,15601
48,257,Texas,Kaufman County,136154
48,259,Texas,Kendall County,47431
48,261,Texas,Kenedy County,404
48,263,Texas,Kent County,762
48,265,Texas,Kerr County,52600
48,267,Texas,Kimble County,4337
48,269,Texas,King County,272
48,271,Texas,Kinney County,3667
48,273,Texas,Kleberg County,30680
48,275,Texas,Knox County,3664
48,277,Texas,Lamar County,49859
48,279,Texas,Lamb County,12893
48,281,Texas,Lampasas County,21428
48,283,Texas,La Salle County,7520
48,285,Texas,Lavaca County,20154
48,287,Texas,Lee County,17239
48,289,Texas,Leon County,17404
48,291,Texas,Liberty County,88219
48,293,Texas,Limestone County,23437
48,295,Texas,Lipscomb County,3233
48,297,Texas,Live Oak County,12207
48,299,Texas,Llano County,21795
48,301,Texas,Loving County,169
48,303,Texas,Lubbock County,310569
48,305,Texas,Lynn County,5951
48,307,Texas,McCulloch County,7984
48,309,Texas,McLennan County,256623
48,311,Texas,McMullen County,743
48,313,Texas,Madison County,14284
48,315,Texas,Marion County,9854
48,317,Texas,Martin County,5771
48,319,Texas,Mason County,4274
48,321,Texas,Matagorda County,36643
48,323,Texas,Maverick County,58722
48,325,Texas,Medina County,51584
48,327,Texas,Menard County,2138
48,329,Texas,Midland County,176832
48,331,Texas,Milam County,24823
48,333,Texas,Mills County,4873
48,335,Texas,Mitchell County,8545
48,337,Texas,Montague County,19818
48,339,Texas,Montgomery County,607391
48,341,Texas,Moore County,20940
48,343,Texas,Morris County,12388
48,345,Texas,Motley County,1200
48,347,Texas,Nacogdoches County,65204
48,349,Texas,Navarro County,50113
48,351,Texas,Newton County,13595
48,353,Texas,Nolan County,14714
48,355,Texas,Nueces County,362294
48,357,Texas,Ochiltree County,9836
48,359,Texas,Oldham County,2112
48,361,Texas,Orange County,83396
48,363,Texas,Palo Pinto County,29189
48,365,Texas,Panola County,23194
48,367,Texas,Parker County,142878
48,369,Texas,Parmer County,9605
48,371,Texas,Pecos County,15823
48,373,Texas,Polk County,51353
48,375,Texas,Potter County,117415
48,377,Texas,Presidio County,6704
48,379,Texas,Rains County,12514
48,381,Texas,Randall County,137713
48,383,Texas,Reagan County,3849
48,385,Texas,Real County,3452
48,387,Texas,Red River County,12023
48,389,Texas,Reeves County,15976
48,391,Texas,Refugio County,6948
48,393,Texas,Roberts County,854
48,395,Texas,Robertson County,17074
48,397,Texas,Rockwall County,104915
48,399,Texas,Runnels County,10264
48,401,Texas,Rusk County,54406
48,403,Texas,Sabine County,10542
48,405,Texas,San Augustine County,8237
48,407,Texas,San Jacinto County,28859
48,409,Texas,San Patricio County,66730
48,411,Texas,San Saba County,6055
48,413,Texas,Schleicher County,2793
48,415,Texas,Scurry County,16703
48,417,Texas,Shackelford County,3265
48,419,Texas,Shelby County,25274
48,421,Texas,Sherman County,3022
48,423,Texas,Smith County,232751
48,425,Texas,Somervell County,9128
48,427,Texas,Starr County,64633
48,429,Texas,Stephens County,9366
48,431,Texas,Sterling County,1291
48,433,Texas,Stonewall County,1350
48,435,Texas,Sutton County,3776
48,437,Texas,Swisher County,7397
48,439,Texas,Tarrant County,2102515
48,441,Texas,Taylor County,138034
48,443,Texas,Terrell County,776
48,445,Texas,Terry County,12337
48,447,Texas,Throckmorton County,1501
48,449,Texas,Titus County,32750
48,451,Texas,Tom Green County,119200
48,453,Texas,Travis County,1273954
48,455,Texas,Trinity County,14651
48,457,Texas,Tyler County,21672
48,459,Texas,Upshur County,41753
48,461,Texas,Upton County,3657
48,463,Texas,Uvalde County,26741
48,465,Texas,Val Verde County,49025
48,467,Texas,Van Zandt County,56590
48,469,Texas,Victoria County,92084
48,471,Texas,Walker County,72971
48,473,Texas,Waller County,55246
48,475,Texas,Ward County,11998
48,477,Texas,Washington County,35882
48,479,Texas,Webb County,276652
48,481,Texas,Wharton County,41556
48,483,Texas,Wheeler County,5056
48,485,Texas,Wichita County,132230
48,487,Texas,Wilbarger County,12769
48,489,Texas,Willacy County,21358
48,491,Texas,Williamson County,590551
48,493,Texas,Wilson County,51070
48,495,Texas,Winkler County,8010
48,497,Texas,Wise County,69984
48,499,Texas,Wood County,45539
48,501,Texas,Yoakum County,8713
48,503,Texas,Young County,18010
48,505,Texas,Zapata County,14179
48,507,Texas,Zavala County,11840
49,000,Utah,Utah,3205958
49,001,Utah,Beaver County,6710
49,003,Utah,Box Elder County,56046
49,005,Utah,Cache County,128289
49,007,Utah,Carbon County,20463
49,009,Utah,Daggett County,950
49,011,Utah,Davis County,355481
49,013,Utah,Duchesne County,19938
49,015,Utah,Emery County,10012
49,017,Utah,Garfield County,5051
49,019,Utah,Grand County,9754
49,021,Utah,Iron County,54839
49,023,Utah,Juab County,12017
49,025,Utah,Kane County,7886
49,027,Utah,Millard County,13188
49,029,Utah,Morgan County,12124
49,031,Utah,Piute County,1479
49,033,Utah,Rich County,2483
49,035,Utah,Salt Lake County,1160437
49,037,Utah,San Juan County,15308
49,039,Utah,Sanpete County,30939
49,041,Utah,Sevier County,21620
49,043,Utah,Summit County,42145
49,045,Utah,Tooele County,72259
49,047,Utah,Uintah County,35734
49,049,Utah,Utah County,636235
49,051,Utah,Wasatch County,34091
49,053,Utah,Washington County,177556
49,055,Utah,Wayne County,2711
49,057,Utah,Weber County,260213
50,000,Vermont,Vermont,623989
50,001,Vermont,Addison County,36777
50,003,Vermont,Bennington County,35470
50,005,Vermont,Caledonia County,29993
50,007,Vermont,Chittenden County,163774
50,009,Vermont,Essex County,6163
50,011,Vermont,Franklin County,49402
50,013,Vermont,Grand Isle County,7235
50,015,Vermont,Lamoille County,25362
50,017,Vermont,Orange County,28892
50,019,Vermont,Orleans County,27037
50,021,Vermont,Rutland County,58191
50,023,Vermont,Washington County,58409
50,025,Vermont,Windham County,42222
50,027,Vermont,Windsor County,55062
51,000,Virginia,Virginia,8535519
51,001,Virginia,Accomack County,32316
51,003,Virginia,Albemarle County,109330
51,005,Virginia,Alleghany County,14860
51,007,Virginia,Amelia County,13145
51,009,Virginia,Amherst County,31605
51,011,Virginia,Appomattox County,15911
51,013,Virginia,Arlington County,236842
51,015,Virginia,Augusta County,75558
51,017,Virginia,Bath County,4147
51,019,Virginia,Bedford County,78997
51,021,Virginia,Bland County,6280
51,023,Virginia,Botetourt County,33419
51,025,Virginia,Brunswick County,16231
51,027,Virginia,Buchanan County,21004
51,029,Virginia,Buckingham County,17148
51,031,Virginia,Campbell County,54885
51,033,Virginia,Caroline County,30725
51,035,Virginia,Carroll County,29791
51,036,Virginia,Charles City County,6963
51,037,Virginia,Charlotte County,11880
51,041,Virginia,Chesterfield County,352802
51,043,Virginia,Clarke County,14619
51,045,Virginia,Craig County,5131
51,047,Virginia,Culpeper County,52605
51,049,Virginia,Cumberland County,9932
51,051,Virginia,Dickenson County,14318
51,053,Virginia,Dinwiddie County,28544
51,057,Virginia,Essex County,10953
51,059,Virginia,Fairfax County,1147532
51,061,Virginia,Fauquier County,71222
51,063,Virginia,Floyd County,15749
51,065,Virginia,Fluvanna County,27270
51,067,Virginia,Franklin County,56042
51,069,Virginia,Frederick County,89313
51,071,Virginia,Giles County,16720
51,073,Virginia,Gloucester County,37348
51,075,Virginia,Goochland County,23753
51,077,Virginia,Grayson County,15550
51,079,Virginia,Greene County,19819
51,081,Virginia,Greensville County,11336
51,083,Virginia,Halifax County,33911
51,085,Virginia,Hanover County,107766
51,087,Virginia,Henrico County,330818
51,089,Virginia,Henry County,50557
51,091,Virginia,Highland County,2190
51,093,Virginia,Isle of Wight County,37109
51,095,Virginia,James City County,76523
51,097,Virginia,King and Queen County,7025
51,099,Virginia,King George County,26836
51,101,Virginia,King William County,17148
51,103,Virginia,Lancaster County,10603
51,105,Virginia,Lee County,23423
51,107,Virginia,Loudoun County,413538
51,109,Virginia,Louisa County,37591
51,111,Virginia,Lunenburg County,12196
51,113,Virginia,Madison County,13261
51,115,Virginia,Mathews County,8834
51,117,Virginia,Mecklenburg County,30587
51,119,Virginia,Middlesex County,10582
51,121,Virginia,Montgomery County,98535
51,125,Virginia,Nelson County,14930
51,127,Virginia,New Kent County,23091
51,131,Virginia,Northampton County,11710
51,133,Virginia,Northumberland County,12095
51,135,Virginia,Nottoway County,15232
51,137,Virginia,Orange County,37051
51,139,Virginia,Page County,23902
51,141,Virginia,Patrick County,17608
51,143,Virginia,Pittsylvania County,60354
51,145,Virginia,Powhatan County,29652
51,147,Virginia,Prince Edward County,22802
51,149,Virginia,Prince George County,38353
51,153,Virginia,Prince William County,470335
51,155,Virginia,Pulaski County,34027
51,157,Virginia,Rappahannock County,7370
51,159,Virginia,Richmond County,9023
51,161,Virginia,Roanoke County,94186
51,163,Virginia,Rockbridge County,22573
51,165,Virginia,Rockingham County,81948
51,167,Virginia,Russell County,26586
51,169,Virginia,Scott County,21566
51,171,Virginia,Shenandoah County,43616
51,173,Virginia,Smyth County,30104
51,175,Virginia,Southampton County,17631
51,177,Virginia,Spotsylvania County,136215
51,179,Virginia,Stafford County,152882
51,181,Virginia,Surry County,6422
51,183,Virginia,Sussex County,11159
51,185,Virginia,Tazewell County,40595
51,187,Virginia,Warren County,40164
51,191,Virginia,Washington County,53740
51,193,Virginia,Westmoreland County,18015
51,195,Virginia,Wise County,37383
51,197,Virginia,Wythe County,28684
51,199,Virginia,York County,68280
51,510,Virginia,Alexandria city,159428
51,520,Virginia,Bristol city,16762
51,530,Virginia,Buena Vista city,6478
51,540,Virginia,Charlottesville city,47266
51,550,Virginia,Chesapeake city,244835
51,570,Virginia,Colonial Heights city,17370
51,580,Virginia,Covington city,5538
51,590,Virginia,Danville city,40044
51,595,Virginia,Emporia city,5346
51,600,Virginia,Fairfax city,24019
51,610,Virginia,Falls Church city,14617
51,620,Virginia,Franklin city,7967
51,630,Virginia,Fredericksburg city,29036
51,640,Virginia,Galax city,6347
51,650,Virginia,Hampton city,134510
51,660,Virginia,Harrisonburg city,53016
51,670,Virginia,Hopewell city,22529
51,678,Virginia,Lexington city,7446
51,680,Virginia,Lynchburg city,82168
51,683,Virginia,Manassas city,41085
51,685,Virginia,Manassas Park city,17478
51,690,Virginia,Martinsville city,12554
51,700,Virginia,Newport News city,179225
51,710,Virginia,Norfolk city,242742
51,720,Virginia,Norton city,3981
51,730,Virginia,Petersburg city,31346
51,735,Virginia,Poquoson city,12271
51,740,Virginia,Portsmouth city,94398
51,750,Virginia,Radford city,18249
51,760,Virginia,Richmond city,230436
51,770,Virginia,Roanoke city,99143
51,775,Virginia,Salem city,25301
51,790,Virginia,Staunton city,24932
51,800,Virginia,Suffolk city,92108
51,810,Virginia,Virginia Beach city,449974
51,820,Virginia,Waynesboro city,22630
51,830,Virginia,Williamsburg city,14954
51,840,Virginia,Winchester city,28078
53,000,Washington,Washington,7614893
53,001,Washington,Adams County,19983
53,003,Washington,Asotin County,22582
53,005,Washington,Benton County,204390
53,007,Washington,Chelan County,77200
53,009,Washington,Clallam County,77331
53,011,Washington,Clark County,488241
53,013,Washington,Columbia County,3985
53,015,Washington,Cowlitz County,110593
53,017,Washington,Douglas County,43429
53,019,Washington,Ferry County,7627
53,021,Washington,Franklin County,95222
53,023,Washington,Garfield County,2225
53,025,Washington,Grant County,97733
53,027,Washington,Grays Harbor County,75061
53,029,Washington,Island County,85141
53,031,Washington,Jefferson County,32221
53,033,Washington,King County,2252782
53,035,Washington,Kitsap County,271473
53,037,Washington,Kittitas County,47935
53,039,Washington,Klickitat County,22425
53,041,Washington,Lewis County,80707
53,043,Washington,Lincoln County,10939
53,045,Washington,Mason County,66768
53,047,Washington,Okanogan County,42243
53,049,Washington,Pacific County,22471
53,051,Washington,Pend Oreille County,13724
53,053,Washington,Pierce County,904980
53,055,Washington,San Juan County,17582
53,057,Washington,Skagit County,129205
53,059,Washington,Skamania County,12083
53,061,Washington,Snohomish County,822083
53,063,Washington,Spokane County,522798
53,065,Washington,Stevens County,45723
53,067,Washington,Thurston County,290536
53,069,Washington,Wahkiakum County,4488
53,071,Washington,Walla Walla County,60760
53,073,Washington,Whatcom County,229247
53,075,Washington,Whitman County,50104
53,077,Washington,Yakima County,250873
54,000,West Virginia,West Virginia,1792147
54,001,West Virginia,Barbour County,16441
54,003,West Virginia,Berkeley County,119171
54,005,West Virginia,Boone County,21457
54,007,West Virginia,Braxton County,13957
54,009,West Virginia,Brooke County,21939
54,011,West Virginia,Cabell County,91945
54,013,West Virginia,Calhoun County,7109
54,015,West Virginia,Clay County,8508
54,017,West Virginia,Doddridge County,8448
54,019,West Virginia,Fayette County,42406
54,021,West Virginia,Gilmer County,7823
54,023,West Virginia,Grant County,11568
54,025,West Virginia,Greenbrier County,34662
54,027,West Virginia,Hampshire County,23175
54,029,West Virginia,Hancock County,28810
54,031,West Virginia,Hardy County,13776
54,033,West Virginia,Harrison County,67256
54,035,West Virginia,Jackson County,28576
54,037,West Virginia,Jefferson County,57146
54,039,West Virginia,Kanawha County,178124
54,041,West Virginia,Lewis County,15907
54,043,West Virginia,Lincoln County,20409
54,045,West Virginia,Logan County,32019
54,047,West Virginia,McDowell County,17624
54,049,West Virginia,Marion County,56072
54,051,West Virginia,Marshall County,30531
54,053,West Virginia,Mason County,26516
54,055,West Virginia,Mercer County,58758
54,057,West Virginia,Mineral County,26868
54,059,West Virginia,Mingo County,23424
54,061,West Virginia,Monongalia County,105612
54,063,West Virginia,Monroe County,13275
54,065,West Virginia,Morgan County,17884
54,067,West Virginia,Nicholas County,24496
54,069,West Virginia,Ohio County,41411
54,071,West Virginia,Pendleton County,6969
54,073,West Virginia,Pleasants County,7460
54,075,West Virginia,Pocahontas County,8247
54,077,West Virginia,Preston County,33432
54,079,West Virginia,Putnam County,56450
54,081,West Virginia,Raleigh County,73361
54,083,West Virginia,Randolph County,28695
54,085,West Virginia,Ritchie County,9554
54,087,West Virginia,Roane County,13688
54,089,West Virginia,Summers County,12573
54,091,West Virginia,Taylor County,16695
54,093,West Virginia,Tucker County,6839
54,095,West Virginia,Tyler County,8591
54,097,West Virginia,Upshur County,24176
54,099,West Virginia,Wayne County,39402
54,101,West Virginia,Webster County,8114
54,103,West Virginia,Wetzel County,15065
54,105,West Virginia,Wirt County,5821
54,107,West Virginia,Wood County,83518
54,109,West Virginia,Wyoming County,20394
55,000,Wisconsin,Wisconsin,5822434
55,001,Wisconsin,Adams County,20220
55,003,Wisconsin,Ashland County,15562
55,005,Wisconsin,Barron County,45244
55,007,Wisconsin,Bayfield County,15036
55,009,Wisconsin,Brown County,264542
55,011,Wisconsin,Buffalo County,13031
55,013,Wisconsin,Burnett County,15414
55,015,Wisconsin,Calumet County,50089
55,017,Wisconsin,Chippewa County,64658
55,019,Wisconsin,Clark County,34774
55,021,Wisconsin,Columbia County,57532
55,023,Wisconsin,Crawford County,16131
55,025,Wisconsin,Dane County,546695
55,027,Wisconsin,Dodge County,87839
55,029,Wisconsin,Door County,27668
55,031,Wisconsin,Douglas County,43150
55,033,Wisconsin,Dunn County,45368
55,035,Wisconsin,Eau Claire County,104646
55,037,Wisconsin,Florence County,4295
55,039,Wisconsin,Fond du Lac County,103403
55,041,Wisconsin,Forest County,9004
55,043,Wisconsin,Grant County,51439
55,045,Wisconsin,Green County,36960
55,047,Wisconsin,Green Lake County,18913
55,049,Wisconsin,Iowa County,23678
55,051,Wisconsin,Iron County,5687
55,053,Wisconsin,Jackson County,20643
55,055,Wisconsin,Jefferson County,84769
55,057,Wisconsin,Juneau County,26687
55,059,Wisconsin,Kenosha County,169561
55,061,Wisconsin,Kewaunee County,20434
55,063,Wisconsin,La Crosse County,118016
55,065,Wisconsin,Lafayette County,16665
55,067,Wisconsin,Langlade County,19189
55,069,Wisconsin,Lincoln County,27593
55,071,Wisconsin,Manitowoc County,78981
55,073,Wisconsin,Marathon County,135692
55,075,Wisconsin,Marinette County,40350
55,077,Wisconsin,Marquette County,15574
55,078,Wisconsin,Menominee County,4556
55,079,Wisconsin,Milwaukee County,945726
55,081,Wisconsin,Monroe County,46253
55,083,Wisconsin,Oconto County,37930
55,085,Wisconsin,Oneida County,35595
55,087,Wisconsin,Outagamie County,187885
55,089,Wisconsin,Ozaukee County,89221
55,091,Wisconsin,Pepin County,7287
55,093,Wisconsin,Pierce County,42754
55,095,Wisconsin,Polk County,43783
55,097,Wisconsin,Portage County,70772
55,099,Wisconsin,Price County,13351
55,101,Wisconsin,Racine County,196311
55,103,Wisconsin,Richland County,17252
55,105,Wisconsin,Rock County,163354
55,107,Wisconsin,Rusk County,14178
55,109,Wisconsin,St. Croix County,90687
55,111,Wisconsin,Sauk County,64442
55,113,Wisconsin,Sawyer County,16558
55,115,Wisconsin,Shawano County,40899
55,117,Wisconsin,Sheboygan County,115340
55,119,Wisconsin,Taylor County,20343
55,121,Wisconsin,Trempealeau County,29649
55,123,Wisconsin,Vernon County,30822
55,125,Wisconsin,Vilas County,22195
55,127,Wisconsin,Walworth County,103868
55,129,Wisconsin,Washburn County,15720
55,131,Wisconsin,Washington County,136034
55,133,Wisconsin,Waukesha County,404198
55,135,Wisconsin,Waupaca County,50990
55,137,Wisconsin,Waushara County,24443
55,139,Wisconsin,Winnebago County,171907
55,141,Wisconsin,Wood County,72999
56,000,Wyoming,Wyoming,578759
56,001,Wyoming,Albany County,38880
56,003,Wyoming,Big Horn County,11790
56,005,Wyoming,Campbell County,46341
56,007,Wyoming,Carbon County,14800
56,009,Wyoming,Converse County,13822
56,011,Wyoming,Crook County,7584
56,013,Wyoming,Fremont County,39261
56,015,Wyoming,Goshen County,13211
56,017,Wyoming,Hot Springs County,4413
56,019,Wyoming,Johnson County,8445
56,021,Wyoming,Laramie County,99500
56,023,Wyoming,Lincoln County,19830
56,025,Wyoming,Natrona County,79858
56,027,Wyoming,Niobrara County,2356
56,029,Wyoming,Park County,29194
56,031,Wyoming,Platte County,8393
56,033,Wyoming,Sheridan County,30485
56,035,Wyoming,Sublette County,9831
56,037,Wyoming,Sweetwater County,42343
56,039,Wyoming,Teton County,23464
56,041,Wyoming,Uinta County,20226
56,043,Wyoming,Washakie County,7805
56,045,Wyoming,Weston County,6927
